,VV,VH,LIA,SWC,LAI,LFMC
2020-04-28,-8.196686,-13.57094,39.483418,5.221625,2.633306983858347,155.21976
2020-05-04,-7.989941,-12.895995,39.415676,4.947666666666667,2.859971382468939,119.793
2020-05-10,-7.4193892,-13.89216,39.33486,4.844604166666667,3.099968980997801,140.39116
2020-05-16,-7.867239,-13.449289,39.22718,4.795166666666667,3.119968780875206,140.50058
2020-05-22,-6.760468,-12.92903,39.366684,4.574166666666667,3.1575441624630582,146.1005
2020-05-28,-6.832184,-12.53382,39.313282,4.7958125,3.2302707074718042,143.43768
2020-06-03,-6.6720943,-12.510505,39.35709,4.762166666666666,3.336633279547095,138.59741
2020-06-09,-7.8170443,-12.053289,39.456974,4.854020833333333,3.4766318786889316,161.50703
2020-07-09,-6.244075,-11.548186,39.281456,4.50525,5.106615568697452,151.13278
2020-07-15,-6.4613996,-12.62472,39.28041,4.271,5.233280967921019,147.79399
2020-07-21,-7.3776464,-13.644932,39.372875,4.2924999999999995,5.127221423116597,139.31409
2020-07-27,-6.6627707,-13.363024,39.48936,4.093145833333334,4.890860151838172,142.09613
2020-08-02,-5.399166,-12.7881155,39.385487,3.7573125,4.653286771476269,138.81282
2020-08-08,-7.00801,-12.951642,39.446106,3.739875,4.413289172947406,137.52144
2020-08-14,-6.440617,-13.72669,39.40404,3.5684375,4.279957173764705,146.14905
2020-08-20,-6.3509407,-13.183352,39.470795,3.5681875,4.199957974255085,99.517456
2020-08-26,-7.8192654,-12.886616,39.437107,3.598708333333333,4.272684519263831,144.46675
2020-09-01,-6.895137,-13.958582,39.337692,3.8672500000000003,4.339956573396921,147.02373
2020-09-07,-7.123315,-14.3368025,39.33499,3.9185,4.379956173151731,115.222
2020-09-13,-7.4991775,-13.4324665,39.32086,3.9597708333333337,4.289957073703408,132.69185
2020-09-19,-8.151218,-12.464015,39.421356,3.7676874999999996,4.069959275051952,143.58109
2020-09-25,-6.6131015,-12.31617,39.366913,3.8566875,3.8166284766048193,128.98071
2020-10-01,-6.983092,-13.482479,39.302616,3.872520833333333,3.5399645783007143,138.6804
2020-10-07,-8.143979,-13.28755,39.393135,3.921208333333333,3.1799681805074216,128.69127
2020-10-13,-7.334963,-14.506493,39.38549,4.033437500000001,2.8199717827141284,130.42775
2020-10-19,-6.7683144,-13.621328,39.362743,4.2515833333333335,2.4599753849208357,130.42775
2020-10-25,-8.45678,-13.473105,39.373684,4.324916666666667,2.1301374155141057,129.62578
2020-10-31,-6.7791686,-12.19483,39.381695,4.575270833333334,1.8063311317846888,138.22145
2020-11-06,-8.059958,-14.29774,39.241108,4.651729166666667,1.482524848055272,129.11473
2020-11-12,-8.516889,-14.207869,39.415848,4.692145833333334,1.2466541923582555,128.05833
2020-11-18,-7.284554,-12.50946,39.349995,4.636833333333333,1.1866547927260398,129.8853
2020-11-24,-8.265072,-14.267088,39.401634,4.697020833333333,1.0999889932572842,117.25671
2020-11-30,-9.624981,-15.5836,39.282288,4.762229166666667,0.9999899938702583,138.90001
2020-12-06,-7.381717,-13.902662,39.370434,4.859625,0.8999909944832325,141.34843
2020-12-12,-7.274609,-13.528761,39.447727,4.7983125,0.8333249948918819,123.09926
2020-12-18,-8.323163,-13.651697,39.390865,4.7601875,0.8333249948918819,138.86505
2020-12-24,-7.525469,-12.956692,39.479794,5.0365416666666665,0.8090828132222999,139.0136
2020-12-30,-8.744866,-14.248016,39.393147,5.177291666666666,0.7727195407179269,140.78308
2021-01-17,-8.90284,-15.157748,37.922127,5.859999999999999,0.8444359948237737,112.005844
2021-01-23,-8.30019,-14.409967,38.054054,6.277083333333334,0.8718867005378592,112.005844
2021-02-04,-7.671892,-13.099275,38.040836,7.1866666666666665,0.9267881119660303,91.68363
2021-02-10,-9.383388,-15.972406,38.067432,7.324791666666667,0.9542388176801158,79.30978
2021-02-16,-8.216667,-13.496366,37.90297,7.696458333333333,0.9816895233942013,101.90546
2021-02-22,-7.275153,-12.778886,38.13475,7.945,1.0416562436148524,130.37596
2021-02-28,-7.635181,-13.578626,38.13021,7.705625,1.1666549928486347,134.46829
2021-03-06,-7.7683296,-14.134937,37.99806,7.923541666666666,1.206654592603445,123.56753
2021-03-12,-7.634367,-13.005973,37.96415,8.140625,1.2333209924399853,140.99538
2021-03-18,-8.224542,-13.942915,38.05622,8.912708333333333,1.2333209924399853,148.02246
2021-03-24,-7.153219,-12.957691,38.023327,9.155,1.2333209924399853,119.51418
2021-03-30,-7.0604053,-12.783137,37.91637,8.225624999999999,1.2333209924399853,126.49642
2021-04-05,-8.987126,-14.977919,37.96709,7.661041666666667,1.2333209924399853,116.59405
2021-04-11,-6.9741135,-14.236507,37.91715,8.559791666666667,1.256654092296958,116.038216
2021-04-17,-6.8838854,-13.00405,37.990875,9.797708333333334,1.3966526914387942,119.77562
2021-04-29,-8.687558,-13.267318,38.03128,8.547291666666666,1.6766498897224664,134.3526
2021-05-05,-7.089796,-13.865815,37.99337,9.383750000000001,2.1999779865145683,85.31682
2021-05-23,-6.918949,-12.921008,38.129864,10.60375,3.8757187944244254,149.61923
2021-05-29,-6.429145,-13.433926,38.099102,11.008125,4.493894426998767,154.76974
2021-06-04,-6.8553843,-12.441518,38.057014,9.167083333333332,4.913284169882536,144.30995
2021-06-10,-7.2644496,-13.026269,37.846233,7.633730158730158,5.233280967921019,135.10062
2021-06-16,-5.8315883,-12.829685,38.037323,6.605833333333333,5.273280567675829,129.10379
2021-06-22,-6.4904585,-12.204829,38.060944,6.240416666666667,5.303198967492435,140.47296
2021-06-28,-7.579327,-13.086783,37.999844,6.25375,5.312954967432633,135.34007
2021-07-04,-6.7605805,-12.94206,38.005943,7.41,5.322710967372831,144.03645
2021-07-10,-7.1043234,-12.45405,38.044964,8.323125,5.332466967313028,152.47285
2021-07-16,-6.5626893,-13.121277,38.049,8.963333333333333,5.3422229672532255,149.53409
2021-07-22,-7.60375,-11.65704,38.066486,8.414791666666668,5.351978967193423,135.2492
2021-07-28,-6.9976416,-13.140025,38.06783,7.889375,5.3617349671336205,145.0874
2021-08-03,-6.672865,-12.568238,37.987137,7.082083333333333,5.3266133673489096,148.32858
2021-08-09,-6.6692924,-12.504573,38.021046,7.758958333333333,5.246614167839288,117.05536
2021-08-15,-8.094185,-13.228355,38.00197,6.7562500000000005,5.0999489687383175,139.60089
2021-08-21,-7.488947,-12.66897,37.966877,6.202708333333334,4.9544958787208255,132.30013
2021-08-27,-6.2391148,-12.665592,38.07825,8.93875,4.8817693337120796,141.1506
2021-09-02,-6.477466,-12.413383,38.024952,8.691458333333333,4.806618570536375,125.00464
2021-09-08,-7.10664,-13.077729,37.9993,7.655625,4.726619371026755,135.76933
2021-09-14,-7.267991,-13.352393,38.00265,7.370625,4.633286971598864,134.15244
2021-09-20,-7.955563,-12.874443,38.031723,7.539166666666667,4.533287972211838,124.04094
2021-09-26,-6.614207,-12.5312805,38.020573,7.058541666666667,4.433288972824812,137.6845
2021-10-02,-7.4863195,-14.286155,38.061596,6.681458333333333,4.159958374500275,84.81286
2021-10-08,-7.338432,-15.037744,37.85564,6.353541666666666,3.5399645783007143,107.32223
2021-10-14,-7.0529385,-13.05055,38.083157,6.349166666666666,2.9333039820194244,122.92046
2021-10-20,-7.2994533,-13.641716,38.030193,6.249583333333334,2.3333099856972694,147.00534
2021-10-26,-7.979242,-13.568563,37.974365,6.067708333333333,1.8605874431404201,133.38779
2021-11-01,-6.731586,-12.61875,38.018032,6.943124999999999,1.3933193914592266,135.6805
2021-11-07,-8.037106,-14.21408,38.043346,8.848125,0.953323794156313,123.56003
2021-11-13,-8.962922,-13.515549,38.037323,8.360208333333333,0.7583257453516126,134.6356
2021-11-19,-7.6403327,-13.42441,37.928055,8.085833333333333,0.8083252450451255,120.20685
2021-12-07,-7.7859926,-14.004546,38.015175,10.850624999999999,0.9583237441256642,121.59489
2021-12-13,-6.388733,-12.760942,37.84479,12.512291666666668,1.0083232438191772,111.043686
2021-12-25,-8.877358,-15.170277,37.981907,13.620208333333332,1.108322243206203,118.41045
2022-02-11,-7.9029207,-13.31967,37.597824,17.88083333333333,1.4766518909484148,120.97331
2022-02-23,-8.469418,-13.375474,37.687107,17.49083333333333,1.241654242388904,103.81186
2022-03-07,-8.457654,-13.30964,37.66106,15.081458333333332,1.3166534919291735,130.96355
2022-03-19,-7.9734097,-13.650575,37.704437,15.13375,1.2466541923582555,123.011086
2022-03-31,-8.3441305,-14.129122,37.7001,13.493958333333333,1.19998799264431,126.83708
2022-04-12,-8.396369,-14.042735,37.60835,14.188541666666666,1.2866537921130656,104.22776
2022-04-24,-7.2409244,-11.973833,37.620514,14.826666666666668,1.79331538900733,130.50175
2022-05-06,-6.729421,-13.778121,37.64033,10.035416666666666,3.113302180916071,127.320564
2022-05-18,-7.7112904,-12.856515,37.680004,7.471666666666667,4.713286171108484,139.72055
2022-05-30,-8.004745,-13.786046,37.644005,6.644583333333333,5.724185146730054,126.896576
2022-06-11,-7.5694385,-12.852713,37.565792,5.851041666666667,5.524944716133177,143.36124
2022-06-23,-7.794002,-11.488089,37.563457,4.8845833333333335,5.204947918094694,142.36523
2022-07-05,-7.359532,-12.747397,37.628372,5.063125,4.8249517204239964,144.85817
2022-07-17,-7.3058476,-13.2105465,37.65809,4.6847916666666665,4.4566220726817845,143.61418
2022-07-29,-7.5691624,-12.908159,37.669304,4.013958333333333,4.421167881990021,142.48445
2022-08-10,-7.3263636,-12.511976,37.705875,3.5625,4.466621972620487,148.48375
2022-08-22,-7.7188554,-13.561412,37.664337,4.175,4.199957974255085,129.79747
2022-09-03,-8.507078,-13.876688,37.658916,4.851249999999999,3.8799611762166024,146.08641
2022-09-15,-7.074744,-12.798834,37.690132,7.183333333333334,3.3999659791588783,89.70117
2022-09-27,-7.2620792,-12.968655,37.666126,8.358541666666666,2.9199707821011542,127.83432
2022-10-09,-7.7247396,-13.591611,37.677967,8.276041666666666,2.2899770859628914,123.33615
2022-10-21,-6.8995047,-13.428286,37.642105,7.3843749999999995,1.7787700800055808,139.86757
2022-11-02,-7.758347,-15.001723,37.68612,7.293541666666666,1.5266513906419277,130.94615
2022-11-14,-8.01216,-14.294373,37.60072,8.939375,1.2866537921130656,114.96541
2022-11-26,-8.757183,-14.283693,37.70348,12.5325,1.0466561935842038,134.43134
2022-12-08,-9.02563,-14.831783,37.70375,14.19,0.7533257953822613,137.94955
2022-12-20,-7.302405,-13.779703,37.63892,15.311250000000001,0.6999929957091808,140.42755
